chain_id,segment_id,x_cm,y_cm,z_cm
0.000000000000000000e+00,4.300000000000000000e+01,6.010001509148244381e+00,6.800761917913512811e+00,5.677110221302199555e+00
0.000000000000000000e+00,4.400000000000000000e+01,5.969554625365175227e+00,6.773953223665227341e+00,5.764547876262409609e+00
0.000000000000000000e+00,4.500000000000000000e+01,5.943073019775222399e+00,6.731428517284456348e+00,5.851094822555201524e+00
0.000000000000000000e+00,4.600000000000000000e+01,5.895893240189880480e+00,6.702655139821667163e+00,5.934438455471354068e+00
0.000000000000000000e+00,4.700000000000000000e+01,5.842667537785691145e+00,6.655395776073376624e+00,6.004677882730461214e+00
0.000000000000000000e+00,4.800000000000000000e+01,5.797894234672995140e+00,6.626835324964053697e+00,6.089410709667903987e+00
0.000000000000000000e+00,4.900000000000000000e+01,5.760624145453329348e+00,6.619300858587494396e+00,6.181899477991298575e+00
0.000000000000000000e+00,5.000000000000000000e+01,5.726867718150444375e+00,6.596785338895288398e+00,6.273297262366713589e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.444467022288626445e+00,5.081689752091675949e+00,6.279771819668039434e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.475652034360157572e+00,5.124820690082144026e+00,6.195112400758145732e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.506377483723858379e+00,5.166617407265530204e+00,6.109619820997731487e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.548890309215964489e+00,5.205568516802174805e+00,6.027916267008066598e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.609409410100987703e+00,5.229861656562429850e+00,5.952105438041110475e+00
1.000000000000000000e+00,5.000000000000000000e+00,2.686968950849877746e+00,5.242222409586967835e+00,5.890204473400100227e+00
1.000000000000000000e+00,6.000000000000000000e+00,2.774664416014187118e+00,5.265737347246333577e+00,5.848293220776353607e+00
1.000000000000000000e+00,7.000000000000000000e+00,2.855058573644075448e+00,5.273236089273841465e+00,5.789297048976943749e+00
1.000000000000000000e+00,8.000000000000000000e+00,2.930684261898024001e+00,5.280252687910053311e+00,5.724246894329203528e+00
1.000000000000000000e+00,9.000000000000000000e+00,3.006616789167053216e+00,5.308172582988492039e+00,5.665469936587694377e+00
1.000000000000000000e+00,1.000000000000000000e+01,3.095606799677890208e+00,5.334342760508381076e+00,5.628108193616325750e+00
1.000000000000000000e+00,1.100000000000000000e+01,3.182573484409023212e+00,5.344807518683905911e+00,5.579866255603809222e+00
1.000000000000000000e+00,1.200000000000000000e+01,3.278780864875901813e+00,5.348817297291535766e+00,5.552883638621406881e+00
1.000000000000000000e+00,1.300000000000000000e+01,3.369965035134906639e+00,5.350616360763752688e+00,5.511868879512035413e+00
1.000000000000000000e+00,1.400000000000000000e+01,3.462169507195365092e+00,5.344810217989678591e+00,5.473598472692415839e+00
1.000000000000000000e+00,1.500000000000000000e+01,3.552367700165816267e+00,5.316537238956803968e+00,5.440965289558190143e+00
1.000000000000000000e+00,1.600000000000000000e+01,3.638721143291061999e+00,5.272607999613114771e+00,5.416200298318543993e+00
1.000000000000000000e+00,1.700000000000000000e+01,3.716859896042302047e+00,5.212144146967395919e+00,5.400758218092181373e+00
1.000000000000000000e+00,1.800000000000000000e+01,3.806196899061206285e+00,5.167221577315465275e+00,5.401686995497028576e+00
1.000000000000000000e+00,1.900000000000000000e+01,3.882499611510352722e+00,5.103230366386078742e+00,5.410798581346576874e+00
1.000000000000000000e+00,2.000000000000000000e+01,3.957855065393741878e+00,5.045744967371923018e+00,5.442688775297252590e+00
1.000000000000000000e+00,2.100000000000000000e+01,4.038701788660123526e+00,5.007762804727772021e+00,5.487646117945170765e+00
1.000000000000000000e+00,2.200000000000000000e+01,4.116531105124253465e+00,4.971020296137719896e+00,5.538563556620307082e+00
1.000000000000000000e+00,2.300000000000000000e+01,4.187182874164089519e+00,4.918007791367494441e+00,5.585446409237532883e+00
1.000000000000000000e+00,2.400000000000000000e+01,4.271323607045580673e+00,4.878423502096018716e+00,5.622235281373515470e+00
1.000000000000000000e+00,2.500000000000000000e+01,4.351887771686199891e+00,4.825229060382173252e+00,5.648307618179247314e+00
1.000000000000000000e+00,2.600000000000000000e+01,4.439974178602673405e+00,4.778508990087634523e+00,5.655924700837241303e+00
1.000000000000000000e+00,2.700000000000000000e+01,4.530892377273715077e+00,4.737847718086611870e+00,5.646950175241316927e+00
1.000000000000000000e+00,2.800000000000000000e+01,4.619797999183935744e+00,4.702742046124233966e+00,5.617566809388732096e+00
1.000000000000000000e+00,2.900000000000000000e+01,4.708687184254855218e+00,4.677866973811644513e+00,5.579096774883012699e+00
1.000000000000000000e+00,3.000000000000000000e+01,4.799004546979566577e+00,4.639098760551996214e+00,5.560663120033598972e+00
1.000000000000000000e+00,3.100000000000000000e+01,4.884494913136555816e+00,4.587601759728555884e+00,5.554381702953480549e+00
1.000000000000000000e+00,3.200000000000000000e+01,4.965486592396063159e+00,4.529734045973935253e+00,5.544806965592159465e+00
1.000000000000000000e+00,3.300000000000000000e+01,5.039724251157311485e+00,4.464018358105420248e+00,5.557853742574092593e+00
1.000000000000000000e+00,3.400000000000000000e+01,5.106591690594044053e+00,4.393199997663536749e+00,5.580514399393752711e+00
1.000000000000000000e+00,3.500000000000000000e+01,5.187502655507814531e+00,4.335068477044528024e+00,5.589124978192204551e+00
1.000000000000000000e+00,3.600000000000000000e+01,5.276430141894173254e+00,4.289472953115332388e+00,5.585526316965280458e+00
1.000000000000000000e+00,3.700000000000000000e+01,5.369797742782477457e+00,4.260234749093656959e+00,5.564847377680366414e+00
1.000000000000000000e+00,3.800000000000000000e+01,5.453765652027240840e+00,4.212280582331346501e+00,5.539356436010909768e+00
1.000000000000000000e+00,3.900000000000000000e+01,5.532534952617536028e+00,4.150931014517498241e+00,5.533732574920009917e+00
1.000000000000000000e+00,4.000000000000000000e+01,5.594974853574603557e+00,4.072918714462935519e+00,5.529815968140104232e+00
1.000000000000000000e+00,4.100000000000000000e+01,5.658857066100586586e+00,3.996299769794123602e+00,5.536787355421177281e+00
1.000000000000000000e+00,4.200000000000000000e+01,5.712532592458496872e+00,3.913225303939500854e+00,5.551537643322448368e+00
1.000000000000000000e+00,4.300000000000000000e+01,5.761985551289233953e+00,3.827455127019589121e+00,5.565604683310037437e+00
1.000000000000000000e+00,4.400000000000000000e+01,5.800229359037987642e+00,3.742622851002582074e+00,5.602222931693196628e+00
1.000000000000000000e+00,4.500000000000000000e+01,5.842807251019456416e+00,3.664167837151594220e+00,5.647299909365347759e+00
1.000000000000000000e+00,4.600000000000000000e+01,5.861968292764329291e+00,3.581909253866035758e+00,5.700838493163428389e+00
1.000000000000000000e+00,4.700000000000000000e+01,5.886645404165577133e+00,3.493355919747901606e+00,5.740200240958114541e+00
1.000000000000000000e+00,4.800000000000000000e+01,5.898479470005542957e+00,3.407124035537838491e+00,5.789434548420265614e+00
1.000000000000000000e+00,4.900000000000000000e+01,5.914174136863160847e+00,3.325303481244521908e+00,5.844743447589954677e+00
1.000000000000000000e+00,5.000000000000000000e+01,5.937779213049144467e+00,3.260351899040609513e+00,5.917021330427392201e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.974242007999145399e+00,1.242076806458059846e+00,5.254303261486008125e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.895340470328572113e+00,1.188205134826768372e+00,5.224767006664697178e+00
2.000000000000000000e+00,2.000000000000000000e+00,1.815855658505970860e+00,1.145739480703504176e+00,5.181421500445378747e+00
2.000000000000000000e+00,3.000000000000000000e+00,1.726898277485473088e+00,1.120099536471329316e+00,5.143617034813062538e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.639672572908384751e+00,1.078334076470913283e+00,5.118174495396090151e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.546915267533689464e+00,1.059774312868701385e+00,5.085745843332589722e+00
2.000000000000000000e+00,6.000000000000000000e+00,1.449043123113319842e+00,1.062205010870791666e+00,5.065370980050080796e+00
2.000000000000000000e+00,7.000000000000000000e+00,1.349228838381276496e+00,1.059980233089158119e+00,5.059700095881548343e+00
2.000000000000000000e+00,8.000000000000000000e+00,1.249668526950112213e+00,1.068384486830358471e+00,5.063836870806909474e+00
2.000000000000000000e+00,9.000000000000000000e+00,1.151568966299159724e+00,1.075963171867960977e+00,5.045975187426249953e+00
2.000000000000000000e+00,1.000000000000000000e+01,1.052192179659373394e+00,1.080764904034879237e+00,5.035915483387483071e+00
2.000000000000000000e+00,1.100000000000000000e+01,9.579163053258159533e-01,1.108868308652757317e+00,5.017963932826956963e+00
2.000000000000000000e+00,1.200000000000000000e+01,8.671748256859366233e-01,1.150802430504397122e+00,5.020704972282564071e+00
2.000000000000000000e+00,1.300000000000000000e+01,7.774855007857935929e-01,1.193513750621933767e+00,5.009234656995968926e+00
2.000000000000000000e+00,1.400000000000000000e+01,6.823596133251315088e-01,1.224254481244939408e+00,5.011699005913079041e+00
2.000000000000000000e+00,1.500000000000000000e+01,5.879524568917369187e-01,1.251690457578870985e+00,4.993408133414357408e+00
2.000000000000000000e+00,1.600000000000000000e+01,4.990704049284991894e-01,1.297244674988039081e+00,4.988428764474163835e+00
2.000000000000000000e+00,1.700000000000000000e+01,4.164062627107463221e-01,1.345317375808278593e+00,4.959177182854516808e+00
2.000000000000000000e+00,1.800000000000000000e+01,3.242571672525041415e-01,1.380674555159138617e+00,4.943101920039281616e+00
2.000000000000000000e+00,1.900000000000000000e+01,2.400794252568476672e-01,1.434435968726520905e+00,4.938221534424438453e+00
2.000000000000000000e+00,2.000000000000000000e+01,1.671263024176208034e-01,1.502829390213129335e+00,4.937795194935532983e+00
2.000000000000000000e+00,2.100000000000000000e+01,1.017314549190954653e-01,1.577703542602753917e+00,4.948629179640151143e+00
2.000000000000000000e+00,2.200000000000000000e+01,5.259608945894717752e-02,1.660938678445989636e+00,4.974273438690779869e+00
2.000000000000000000e+00,2.300000000000000000e+01,6.993851526760990645e+00,1.739544504456137730e+00,4.993514033034203159e+00
2.000000000000000000e+00,2.400000000000000000e+01,6.930759350391504370e+00,1.817123897404488098e+00,4.994416845709702457e+00
2.000000000000000000e+00,2.500000000000000000e+01,6.858301851462483611e+00,1.885722767457066462e+00,5.001058071233687841e+00
2.000000000000000000e+00,2.600000000000000000e+01,6.799592569932742414e+00,1.962575963228742060e+00,5.026490463216002347e+00
2.000000000000000000e+00,2.700000000000000000e+01,6.758378107413660629e+00,2.049440610581852784e+00,5.053984119202118208e+00
2.000000000000000000e+00,2.800000000000000000e+01,6.713191295106855527e+00,2.138564300083600767e+00,5.057872558882200664e+00
2.000000000000000000e+00,2.900000000000000000e+01,6.684282704935399444e+00,2.231877322608627257e+00,5.079249491345552592e+00
2.000000000000000000e+00,3.000000000000000000e+01,6.649658041676458353e+00,2.324160375806475720e+00,5.096130569115884690e+00
2.000000000000000000e+00,3.100000000000000000e+01,6.607898311702720129e+00,2.406965565538649265e+00,5.133539465196084173e+00
2.000000000000000000e+00,3.200000000000000000e+01,6.577277573371231867e+00,2.495459550806343074e+00,5.168627710456793700e+00
2.000000000000000000e+00,3.300000000000000000e+01,6.534394019536874154e+00,2.582615076370208040e+00,5.192395654714179187e+00
2.000000000000000000e+00,3.400000000000000000e+01,6.503233865639717060e+00,2.669834416543635403e+00,5.230102835844800069e+00
2.000000000000000000e+00,3.500000000000000000e+01,6.452145968037914514e+00,2.744782917664863042e+00,5.272206860572954845e+00
2.000000000000000000e+00,3.600000000000000000e+01,6.421008903417882330e+00,2.820739951481993746e+00,5.329312133714331878e+00
2.000000000000000000e+00,3.700000000000000000e+01,6.397943037354900220e+00,2.897501912620157771e+00,5.389108179946399346e+00
2.000000000000000000e+00,3.800000000000000000e+01,6.373237528096082016e+00,2.965622659421693896e+00,5.458022631750527154e+00
2.000000000000000000e+00,3.900000000000000000e+01,6.369500798518529905e+00,3.044374322639747277e+00,5.519538584091806754e+00
2.000000000000000000e+00,4.000000000000000000e+01,6.361861446994639735e+00,3.105341959723924905e+00,5.598434639358635501e+00
2.000000000000000000e+00,4.100000000000000000e+01,6.377815849241712520e+00,3.160776164468392047e+00,5.680120048051296777e+00
2.000000000000000000e+00,4.200000000000000000e+01,6.373193361874992746e+00,3.208016450592547475e+00,5.768137023558595367e+00
2.000000000000000000e+00,4.300000000000000000e+01,6.391292588855948864e+00,3.260436243112030397e+00,5.851351104908485645e+00
2.000000000000000000e+00,4.400000000000000000e+01,6.425907630240157431e+00,3.318981853876596499e+00,5.924660110973044347e+00
2.000000000000000000e+00,4.500000000000000000e+01,6.454013133486547815e+00,3.373582295963259092e+00,6.003583316756946786e+00
2.000000000000000000e+00,4.600000000000000000e+01,6.457457901675649481e+00,3.429557262520957384e+00,6.086377861812692025e+00
2.000000000000000000e+00,4.700000000000000000e+01,6.443774994874428508e+00,3.484856117749669302e+00,6.168565541375160777e+00
2.000000000000000000e+00,4.800000000000000000e+01,6.428622434840504773e+00,3.555356999438114229e+00,6.237847758469955650e+00
2.000000000000000000e+00,4.900000000000000000e+01,6.396902935551731062e+00,3.627909653283412972e+00,6.298921368031481727e+00
2.000000000000000000e+00,5.000000000000000000e+01,6.349763546902543077e+00,3.685127672685403866e+00,6.366033038354117934e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.549889027336528002e+00,3.523920895983998047e+00,4.832763800405556864e+00
3.000000000000000000e+00,1.000000000000000000e+00,2.455367834639328173e+00,3.552825996833992139e+00,4.817590162873623072e+00
3.000000000000000000e+00,2.000000000000000000e+00,2.363971602684349804e+00,3.593259837523946842e+00,4.821030120938949892e+00
3.000000000000000000e+00,3.000000000000000000e+00,2.266300818710549336e+00,3.614259515950071666e+00,4.816622007516798476e+00
3.000000000000000000e+00,4.000000000000000000e+00,2.166742134160495326e+00,3.621690037248716632e+00,4.822353995295331153e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.068493580554248812e+00,3.626711407336133508e+00,4.840298564298951334e+00
3.000000000000000000e+00,6.000000000000000000e+00,1.975801221716695144e+00,3.654176620159554467e+00,4.865867856383292889e+00
3.000000000000000000e+00,7.000000000000000000e+00,1.877086726636016722e+00,3.669563895238030504e+00,4.870189919157713376e+00
3.000000000000000000e+00,8.000000000000000000e+00,1.778808658734721604e+00,3.673410944739063044e+00,4.852117244211124891e+00
3.000000000000000000e+00,9.000000000000000000e+00,1.679183820607681232e+00,3.664954913016897908e+00,4.853957666900279300e+00
3.000000000000000000e+00,1.000000000000000000e+01,1.583041637420339320e+00,3.655463911162584179e+00,4.879776293815222488e+00
3.000000000000000000e+00,1.100000000000000000e+01,1.495435672370500901e+00,3.635382830788915776e+00,4.923616288097986349e+00
3.000000000000000000e+00,1.200000000000000000e+01,1.415782318102336568e+00,3.591520427869434151e+00,4.965226776727169167e+00
3.000000000000000000e+00,1.300000000000000000e+01,1.341529494200625061e+00,3.540894091057066984e+00,5.009084411907172019e+00
3.000000000000000000e+00,1.400000000000000000e+01,1.285984225758788790e+00,3.474809179584112950e+00,5.059557252419037532e+00
3.000000000000000000e+00,1.500000000000000000e+01,1.221928689659893319e+00,3.404970334824920730e+00,5.091485673266060274e+00
3.000000000000000000e+00,1.600000000000000000e+01,1.146014471273557822e+00,3.341297088756980393e+00,5.105004148844441758e+00
3.000000000000000000e+00,1.700000000000000000e+01,1.081083263372637493e+00,3.265314603090515355e+00,5.101748367452376698e+00
3.000000000000000000e+00,1.800000000000000000e+01,1.012683342670746445e+00,3.192955050645947868e+00,5.110997476490380720e+00
3.000000000000000000e+00,1.900000000000000000e+01,9.612892688488808846e-01,3.107800536757022503e+00,5.121358844176812752e+00
3.000000000000000000e+00,2.000000000000000000e+01,9.255004080771342956e-01,3.015644790821220944e+00,5.136407961615272910e+00
3.000000000000000000e+00,2.100000000000000000e+01,8.723958095762416320e-01,2.930923331302602186e+00,5.134932863281592930e+00
3.000000000000000000e+00,2.200000000000000000e+01,8.147033652579449559e-01,2.849247393686338281e+00,5.134143507161432751e+00
3.000000000000000000e+00,2.300000000000000000e+01,7.694442871812479101e-01,2.760824976806435238e+00,5.145680059712524290e+00
3.000000000000000000e+00,2.400000000000000000e+01,7.103207370146336075e-01,2.680226288508559040e+00,5.142806514801156581e+00
3.000000000000000000e+00,2.500000000000000000e+01,6.435366800440025514e-01,2.608675526380925369e+00,5.122303388856601636e+00
3.000000000000000000e+00,2.600000000000000000e+01,5.657654837254399993e-01,2.555581655966045140e+00,5.088648048306438021e+00
3.000000000000000000e+00,2.700000000000000000e+01,5.014688657428449936e-01,2.483189257987910015e+00,5.063642336339458261e+00
3.000000000000000000e+00,2.800000000000000000e+01,4.546480499396591268e-01,2.399537937867955772e+00,5.035177132147092394e+00
3.000000000000000000e+00,2.900000000000000000e+01,4.268328450113246797e-01,2.304855102024293778e+00,5.019006944411727567e+00
3.000000000000000000e+00,3.000000000000000000e+01,3.785511552991048245e-01,2.219797597470106965e+00,4.998171893234746754e+00
3.000000000000000000e+00,3.100000000000000000e+01,3.493554289825936410e-01,2.125596292237455387e+00,4.981627297219244355e+00
3.000000000000000000e+00,3.200000000000000000e+01,3.144353355351337531e-01,2.035312379817596273e+00,4.956539407077109161e+00
3.000000000000000000e+00,3.300000000000000000e+01,2.964558410836635738e-01,1.937764028247734416e+00,4.943848588140878242e+00
3.000000000000000000e+00,3.400000000000000000e+01,3.018513302953049204e-01,1.839575734665692908e+00,4.925684125594083973e+00
3.000000000000000000e+00,3.500000000000000000e+01,3.179523868733656888e-01,1.747455780426170335e+00,4.890262804218698633e+00
3.000000000000000000e+00,3.600000000000000000e+01,3.216023323335533424e-01,1.653045128840791689e+00,4.857501443359266702e+00
3.000000000000000000e+00,3.700000000000000000e+01,3.268027789106824899e-01,1.560335329294580076e+00,4.820382062659965605e+00
3.000000000000000000e+00,3.800000000000000000e+01,3.295962141619048213e-01,1.479199996600542466e+00,4.761993240886229550e+00
3.000000000000000000e+00,3.900000000000000000e+01,3.355012177101736603e-01,1.413786641449900294e+00,4.686586186169638957e+00
3.000000000000000000e+00,4.000000000000000000e+01,3.624064257910719622e-01,1.358444885489943132e+00,4.607761064378473215e+00
3.000000000000000000e+00,4.100000000000000000e+01,3.999115768871622234e-01,1.323469038333918713e+00,4.521912047162328641e+00
3.000000000000000000e+00,4.200000000000000000e+01,4.349722114705305009e-01,1.286193138562093496e+00,4.435997792240270243e+00
3.000000000000000000e+00,4.300000000000000000e+01,4.811003848344225231e-01,1.237642189747843791e+00,4.361734766505071192e+00
3.000000000000000000e+00,4.400000000000000000e+01,5.202771604434360819e-01,1.195389139750941521e+00,4.280004355892862655e+00
3.000000000000000000e+00,4.500000000000000000e+01,5.715363856733842729e-01,1.150876792016391592e+00,4.206579954444952030e+00
3.000000000000000000e+00,4.600000000000000000e+01,6.046759839139915771e-01,1.090491874702236741e+00,4.134085618187463673e+00
3.000000000000000000e+00,4.700000000000000000e+01,6.480530513502003043e-01,1.018759658072122321e+00,4.079561136365396301e+00
3.000000000000000000e+00,4.800000000000000000e+01,7.087340642856007067e-01,9.480507213000848310e-01,4.043256027500365057e+00
3.000000000000000000e+00,4.900000000000000000e+01,7.547410419183230301e-01,8.739555842814190623e-01,3.994334982138605827e+00
3.000000000000000000e+00,5.000000000000000000e+01,8.194672381233275571e-01,8.137538136826275581e-01,3.947577455026901827e+00
4.000000000000000000e+00,0.000000000000000000e+00,1.073459821812561277e+00,4.103608824117580767e+00,3.541220752191261756e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.062154686842770701e+00,4.106223540453638243e+00,3.640545256628972215e+00
4.000000000000000000e+00,2.000000000000000000e+00,1.069053890041106181e+00,4.114675156017455038e+00,3.739948330975742419e+00
4.000000000000000000e+00,3.000000000000000000e+00,1.081826501721727452e+00,4.105388564733146950e+00,3.838693556749823710e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.116945512396871454e+00,4.098979930843285047e+00,3.932104393920169194e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.144990069726862236e+00,4.099748132581591875e+00,4.028088312730843334e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.187923266916602660e+00,4.082710833162585651e+00,4.116781441030469502e+00
4.000000000000000000e+00,7.000000000000000000e+00,1.237599683929454075e+00,4.060835652373424587e+00,4.200767928385322314e+00
4.000000000000000000e+00,8.000000000000000000e+00,1.264011513263989528e+00,4.035864752623289142e+00,4.293928378345979624e+00
4.000000000000000000e+00,9.000000000000000000e+00,1.308541509879087128e+00,3.998599083202711402e+00,4.375343053215413391e+00
4.000000000000000000e+00,1.000000000000000000e+01,1.344996758687142746e+00,3.941088841158486122e+00,4.448579566611105207e+00
4.000000000000000000e+00,1.100000000000000000e+01,1.374695578878183388e+00,3.876658680200352869e+00,4.519054629137996493e+00
4.000000000000000000e+00,1.200000000000000000e+01,1.411096977665772689e+00,3.808951448916876537e+00,4.583012967126352422e+00
4.000000000000000000e+00,1.300000000000000000e+01,1.434130698489265221e+00,3.734773087616125142e+00,4.645997238335604074e+00
4.000000000000000000e+00,1.400000000000000000e+01,1.438715699249530466e+00,3.667033598048817122e+00,4.719416168600140793e+00
4.000000000000000000e+00,1.500000000000000000e+01,1.425074672278081600e+00,3.591649010628851890e+00,4.783689696297676264e+00
4.000000000000000000e+00,1.600000000000000000e+01,1.434854216023937479e+00,3.516871776375193992e+00,4.849361042876656036e+00
4.000000000000000000e+00,1.700000000000000000e+01,1.460675804053323867e+00,3.445705675306432791e+00,4.914695808892243001e+00
4.000000000000000000e+00,1.800000000000000000e+01,1.467798485085690441e+00,3.362547631275684790e+00,4.969777631010718011e+00
4.000000000000000000e+00,1.900000000000000000e+01,1.451182914002219881e+00,3.284479023240874707e+00,5.030020599372821088e+00
4.000000000000000000e+00,2.000000000000000000e+01,1.428693051701600325e+00,3.214671042287563729e+00,5.097998918629193632e+00
4.000000000000000000e+00,2.100000000000000000e+01,1.420046424204620905e+00,3.132650521781816799e+00,5.154548631704458650e+00
4.000000000000000000e+00,2.200000000000000000e+01,1.406536344580674891e+00,3.044577426181074742e+00,5.199942547374481805e+00
4.000000000000000000e+00,2.300000000000000000e+01,1.388233967163744920e+00,2.948914185108435060e+00,5.222604570416706338e+00
4.000000000000000000e+00,2.400000000000000000e+01,1.346934491017803825e+00,2.859577076852751087e+00,5.240302998555472769e+00
4.000000000000000000e+00,2.500000000000000000e+01,1.320118485387481000e+00,2.763667990580759959e+00,5.249377634223435507e+00
4.000000000000000000e+00,2.600000000000000000e+01,1.283786983768221202e+00,2.671156470553839313e+00,5.238348552103946787e+00
4.000000000000000000e+00,2.700000000000000000e+01,1.249426473866797282e+00,2.578303563565834899e+00,5.252408887206324373e+00
